macAdress;timestamp;identificao-mainframe;uso_cpu_total_%;uso_ram_total_%;swap_rate_mbs;tempo_cpu_ociosa;cpu_io_wait;uso_disco_total_%;disco_throughput_mbs;disco_iops_total;disco_read_count;disco_write_count;disco_latencia_ms
269058769682378;28-10-2025 19:07:47;PC;7.1;43.6;0.0;91.7;0.0;68.0;0.02;5;0;5;200.13
269058769682378;28-10-2025 19:07:50;PC;8.2;43.7;0.0;75.3;0.0;68.0;0.02;6;0;6;166.79
269058769682378;28-10-2025 19:07:53;PC;8.3;43.7;0.0;91.7;0.0;68.0;0.02;30;0;30;33.36
269058769682378;28-10-2025 19:07:56;PC;8.3;43.6;0.0;90.3;0.0;68.0;0.19;10;1;9;100.07
269058769682378;28-10-2025 19:07:59;PC;11.1;44.2;0.0;80.6;0.0;68.0;0.1;21;0;21;47.67
269058769682378;28-10-2025 19:08:02;PC;7.1;43.8;0.0;91.7;0.0;68.0;0.07;29;0;29;34.5
269058769682378;28-10-2025 19:08:06;PC;7.1;43.9;0.0;90.5;0.0;68.0;0.03;2;0;2;500.09
269058769682378;28-10-2025 19:08:09;PC;9.5;43.7;0.0;85.1;0.0;68.0;0.03;2;0;2;500.13
269058769682378;28-10-2025 19:08:12;PC;6.9;43.7;0.0;91.7;0.0;68.0;0.12;6;0;6;166.72
269058769682378;28-10-2025 19:08:15;PC;8.3;43.8;0.0;88.9;0.0;68.0;0.02;1;0;1;1000.43
269058769682378;28-10-2025 19:08:18;PC;8.0;43.7;0.0;90.7;0.0;68.0;0.79;16;0;16;62.55
269058769682378;28-10-2025 19:08:21;PC;7.1;43.8;0.0;89.4;0.0;68.0;0.02;8;0;8;125.05
269058769682378;28-10-2025 19:08:24;PC;8.3;43.7;0.0;89.3;0.0;68.0;0.77;7;1;6;142.94
269058769682378;28-10-2025 19:08:27;PC;6.0;43.7;0.0;91.7;0.0;68.0;1.25;3;0;3;333.4
269058769682378;28-10-2025 19:08:30;PC;9.5;44.0;0.0;90.5;0.0;68.0;3.59;54;1;53;18.54
